,Report_No,Reported_Date,Race,Sex,Age
9933,KC20015402,2/29/2020,W,F,34.0
9934,KC20001522,1/7/2020,W,M,30.0
9935,KC20007859,1/31/2020,,,
9936,KC20004587,1/19/2020,B,F,22.0
9937,KC20002865,1/12/2020,W,M,70.0
9938,KC20015241,2/29/2020,B,M,40.0
9939,KC20006857,1/28/2020,B,F,33.0
9940,KC20014396,2/25/2020,B,F,25.0
9941,KC20002918,1/12/2020,W,F,43.0
9942,KC20016586,3/5/2020,W,M,18.0
9943,KC20013255,2/21/2020,W,M,44.0
9944,KC20012689,2/19/2020,W,M,40.0
9945,KC20012370,2/18/2020,B,M,30.0
9946,KC20017106,3/6/2020,,,
9947,KC20011039,2/12/2020,W,M,64.0
9948,KC20004714,1/19/2020,B,F,25.0
9949,KC20001624,1/7/2020,W,F,68.0
9950,KC20010208,2/9/2020,W,M,37.0
9951,KC20006671,1/27/2020,W,M,50.0
9952,KC20008294,2/2/2020,W,M,55.0
9953,KC20007983,2/1/2020,W,F,48.0
9954,KC20004367,1/18/2020,B,F,33.0
9955,KC20011803,2/15/2020,W,F,46.0
9956,KC20005993,1/24/2020,W,M,71.0
9957,KC20016993,3/6/2020,B,M,40.0
9958,KC20008529,2/3/2020,B,F,20.0
9959,KC20009964,2/8/2020,B,M,38.0
9960,KC20011560,2/14/2020,B,M,50.0
9961,KC20011278,2/13/2020,W,F,32.0
9962,KC20000976,1/4/2020,W,M,
9963,KC20001027,1/5/2020,W,M,27.0
9964,KC20006194,1/25/2020,B,F,
9965,KC20015592,3/1/2020,,,
9966,KC20016159,3/3/2020,,,
9967,KC20006993,1/28/2020,W,F,19.0
9968,KC20017166,3/7/2020,,,
9969,KC20013946,2/24/2020,B,M,44.0
9970,KC20003282,1/14/2020,W,F,36.0
9971,KC20011975,2/16/2020,B,M,46.0
9972,KC20003527,1/15/2020,B,M,30.0
9973,KC20013483,2/22/2020,W,M,33.0
9974,KC20012277,2/18/2020,B,M,31.0
9975,KC20016862,3/5/2020,,,
9976,KC20004505,1/19/2020,B,M,39.0
9977,KC20004990,1/21/2020,W,M,18.0
9978,KC20008652,2/3/2020,B,M,47.0
9979,KC20008397,2/3/2020,B,M,60.0
9980,KC20011145,2/13/2020,W,M,41.0
9981,KC20015824,3/2/2020,B,M,69.0
9982,KC20011213,2/13/2020,W,F,31.0
9983,KC20001147,1/5/2020,B,F,19.0
9984,KC20001885,1/8/2020,W,M,64.0
9985,KC20008236,2/2/2020,U,M,
9986,KC20015160,2/28/2020,B,F,31.0
9987,KC20014836,2/27/2020,,,
9988,KC20005041,1/21/2020,W,M,28.0
9989,KC20011806,2/15/2020,,M,
9990,KC20009450,2/6/2020,B,F,57.0
9991,KC20010098,2/8/2020,B,M,35.0
9992,KC20007941,2/1/2020,W,M,23.0
9993,KC20011841,2/16/2020,B,F,35.0
9994,KC20001222,1/6/2020,B,F,33.0
9995,KC20011359,2/14/2020,,M,49.0
9996,KC20016464,3/4/2020,W,F,
9997,KC20006511,1/27/2020,W,M,20.0
9998,KC20004668,1/19/2020,W,F,25.0
9999,KC20010021,2/8/2020,,,
10000,KC20009694,2/7/2020,B,M,64.0
10001,KC20011577,2/14/2020,W,M,64.0
10002,KC20006978,1/28/2020,W,F,
10003,KC20003036,1/13/2020,U,M,19.0
10004,KC20017102,3/6/2020,B,F,21.0
10005,KC20012581,2/19/2020,W,M,32.0
10006,KC20015706,3/2/2020,W,F,32.0
10007,KC20000038,1/1/2020,B,M,34.0
10008,KC20002354,1/10/2020,B,F,25.0
10009,KC20016882,3/6/2020,W,F,43.0
10010,KC20002724,1/11/2020,,,
10011,KC20007918,2/1/2020,B,M,49.0
10012,KC20013862,2/24/2020,B,F,30.0
10013,KC20016541,3/4/2020,W,M,18.0
10014,KC20005092,1/21/2020,U,F,
10015,KC20013971,2/24/2020,B,F,19.0
10016,KC20012598,2/19/2020,B,M,62.0
10017,KC20010577,2/10/2020,,,
10018,KC20010778,2/11/2020,,,
10019,KC20002717,1/11/2020,B,M,39.0
10020,KC20012813,2/20/2020,W,M,38.0
10021,KC20005117,1/21/2020,W,M,43.0
10022,KC20003381,1/14/2020,B,M,21.0
10023,KC20015284,2/29/2020,B,M,30.0
10024,KC20010325,2/10/2020,B,M,18.0
10025,KC20012255,2/17/2020,B,M,
10026,KC20003738,1/15/2020,,,
10027,KC20008274,2/2/2020,W,M,62.0
10028,KC20007760,1/31/2020,B,M,32.0
10029,KC20005230,1/21/2020,W,F,57.0
10030,KC20015579,3/1/2020,B,F,31.0
10031,KC20013993,2/24/2020,W,M,27.0
10032,KC20003436,1/14/2020,B,M,26.0
10033,KC20000420,1/2/2020,B,M,45.0
10034,KC20006503,1/27/2020,W,F,34.0
10035,KC20008024,2/1/2020,,,
10036,KC20001952,1/8/2020,B,M,49.0
10037,KC20009470,2/6/2020,W,M,41.0
10038,KC20007315,1/29/2020,W,M,52.0
10039,KC20001012,1/5/2020,B,F,39.0
10040,KC20015214,2/28/2020,W,F,31.0
10041,KC20016947,3/6/2020,B,M,41.0
10042,KC20003635,1/15/2020,B,F,53.0
10043,KC20009398,2/6/2020,W,F,34.0
10044,KC20013900,2/24/2020,B,M,
10045,KC20014470,2/26/2020,W,F,21.0
10046,KC20000318,1/2/2020,,,
10047,KC20004039,1/16/2020,,,
10048,KC20002674,1/11/2020,W,M,29.0
10049,KC20013802,2/23/2020,B,F,38.0
10050,KC20007637,1/31/2020,B,M,30.0
10051,KC20014252,2/25/2020,B,M,22.0
10052,KC20005638,1/23/2020,B,M,53.0
10053,KC20005368,1/22/2020,W,M,48.0
10054,KC20007437,1/30/2020,,,
10055,KC20007022,1/29/2020,W,M,29.0
10056,KC20003789,1/16/2020,W,M,26.0
10057,KC20002070,1/9/2020,B,M,44.0
10058,KC20005472,1/22/2020,B,M,33.0
10059,KC20014382,2/25/2020,W,F,24.0
10060,KC20011846,2/16/2020,B,F,
10061,KC20006496,1/27/2020,W,M,32.0
10062,KC20007428,1/30/2020,B,M,35.0
10063,KC20013761,2/23/2020,W,M,24.0
10064,KC20009739,2/7/2020,B,M,57.0
10065,KC20001650,1/7/2020,B,F,41.0
10066,KC20001005,1/5/2020,B,F,45.0
10067,KC20012164,2/17/2020,W,M,52.0
10068,KC20000224,1/1/2020,B,M,53.0
10069,KC20015533,3/1/2020,B,F,25.0
10070,KC20003557,1/15/2020,W,M,50.0
10071,KC20007518,1/30/2020,W,M,37.0
10072,KC20003518,1/15/2020,W,F,21.0
10073,KC20002374,1/10/2020,,,
10074,KC20008157,2/2/2020,B,F,18.0
10075,KC20004722,1/20/2020,B,M,61.0
10076,KC20001783,1/8/2020,B,M,35.0
10077,KC20014993,2/28/2020,,,
10078,KC20007626,1/31/2020,B,F,35.0
10079,KC20008404,2/2/2020,W,F,
10080,KC20000861,1/4/2020,,,
10081,KC20009638,2/7/2020,B,M,
10082,KC20002513,1/10/2020,W,F,38.0
10083,KC20004560,1/19/2020,W,F,18.0
10084,KC20012010,2/16/2020,W,F,55.0
10085,KC20003580,1/15/2020,W,M,78.0
10086,KC20006016,1/24/2020,,,
10087,KC20016837,3/5/2020,B,M,33.0
10088,KC20000759,1/3/2020,W,F,43.0
10089,KC20013498,2/22/2020,W,F,36.0
10090,KC20015299,2/29/2020,W,M,31.0
10091,KC20014792,2/27/2020,B,M,60.0
10092,KC20013778,2/23/2020,B,M,73.0
10093,KC20000175,1/1/2020,B,F,39.0
10094,KC20015066,2/28/2020,W,F,28.0
10095,KC20005663,1/23/2020,B,M,34.0
10096,KC20008569,2/3/2020,B,M,
10097,KC20011647,2/15/2020,B,F,25.0
10098,KC20014592,2/26/2020,B,M,27.0
10099,KC20006869,1/28/2020,B,M,59.0
10100,KC20002339,1/10/2020,W,M,21.0
10101,KC20012240,2/17/2020,,M,26.0
10102,KC20007816,1/31/2020,B,M,36.0
10103,KC20003351,1/14/2020,U,M,42.0
10104,KC20009221,2/5/2020,W,M,23.0
10105,KC20014348,2/25/2020,W,F,54.0
10106,KC20009939,2/8/2020,W,F,52.0
10107,KC20015195,2/28/2020,W,M,31.0
10108,KC20010915,2/12/2020,W,M,44.0
10109,KC20004261,1/17/2020,B,M,20.0
10110,KC20009614,2/7/2020,W,F,32.0
10111,KC20014716,2/27/2020,,,
10112,KC20015493,3/1/2020,W,M,20.0
10113,KC20006137,1/25/2020,B,M,46.0
10114,KC20011071,2/12/2020,B,M,32.0
10115,KC20011734,2/15/2020,,,
10116,KC20001164,1/5/2020,W,F,43.0
10117,KC20008429,2/3/2020,B,F,32.0
10118,KC20000667,1/3/2020,B,M,50.0
10119,KC20014117,2/24/2020,B,M,32.0
10120,KC20016555,3/4/2020,W,M,49.0
10121,KC20005050,1/21/2020,W,F,28.0
10122,KC20013962,2/24/2020,W,M,45.0
10123,KC20012685,2/19/2020,W,M,55.0
10124,KC20006937,1/28/2020,W,F,30.0
10125,KC20010812,2/11/2020,W,M,40.0
10126,KC20016210,3/3/2020,B,F,49.0
10127,KC20016411,3/4/2020,W,M,31.0
10128,KC20006433,1/26/2020,W,M,29.0
10129,KC20012122,2/17/2020,U,M,45.0
10130,KC20006228,1/25/2020,W,F,27.0
10131,KC20016426,3/4/2020,W,M,64.0
10132,KC20010421,2/10/2020,W,F,62.0
10133,KC20012021,2/17/2020,W,F,19.0
10134,KC20016602,3/5/2020,B,M,55.0
10135,KC20005897,1/24/2020,W,M,54.0
10136,KC20003241,1/14/2020,W,M,30.0
10137,KC20015908,3/2/2020,W,F,20.0
10138,KC20014161,2/25/2020,W,M,52.0
10139,KC20009732,2/7/2020,W,F,
10140,KC20015415,2/29/2020,W,F,29.0
10141,KC20015835,3/2/2020,B,M,19.0
10142,KC20005700,1/23/2020,W,M,34.0
10143,KC20011498,2/14/2020,B,F,27.0
10144,KC20007556,1/30/2020,W,F,34.0
10145,KC20011789,2/15/2020,B,M,43.0
10146,KC20006630,1/27/2020,B,M,27.0
10147,KC20002999,1/13/2020,,,
10148,KC20015105,2/28/2020,W,F,42.0
10149,KC20001345,1/6/2020,B,F,48.0
10150,KC20016315,3/4/2020,W,M,49.0
10151,KC20016859,3/5/2020,W,M,63.0
10152,KC20002387,1/10/2020,W,M,22.0
10153,KC20000885,1/4/2020,W,M,32.0
10154,KC20011683,2/15/2020,B,M,24.0
10155,KC20014701,2/27/2020,W,F,24.0
10156,KC20006262,1/26/2020,B,M,23.0
10157,KC20016931,3/4/2020,B,M,
10158,KC20009273,2/5/2020,W,F,32.0
10159,KC20011658,2/15/2020,W,F,43.0
10160,KC20008150,2/2/2020,B,M,34.0
10161,KC20003239,1/14/2020,B,M,33.0
10162,KC20014608,2/26/2020,W,M,27.0
10163,KC20016172,3/3/2020,B,M,25.0
10164,KC20007985,2/1/2020,B,M,
10165,KC20008312,2/2/2020,W,M,40.0
10166,KC20010216,2/9/2020,B,F,49.0
10167,KC20012121,2/17/2020,,,
10168,KC20003513,1/15/2020,B,M,35.0
10169,KC20017020,3/6/2020,W,F,
10170,KC20013833,2/23/2020,W,M,26.0
10171,KC20015503,3/1/2020,B,F,
10172,KC20001524,1/7/2020,W,M,21.0
10173,KC20004751,1/20/2020,B,M,54.0
10174,KC20003293,1/14/2020,W,M,30.0
10175,KC20007271,1/29/2020,W,M,28.0
10176,KC20012861,2/20/2020,,,
10177,KC20007360,1/30/2020,W,M,30.0
10178,KC20013466,2/22/2020,B,M,32.0
10179,KC20010267,2/9/2020,B,F,60.0
10180,KC20010872,2/12/2020,W,F,26.0
10181,KC20016786,3/5/2020,B,F,20.0
10182,KC20013272,2/21/2020,B,F,22.0
10183,KC20006888,1/28/2020,W,M,49.0
10184,KC20010796,2/11/2020,B,M,33.0
10185,KC20010067,2/8/2020,B,M,47.0
10186,KC20005355,1/22/2020,W,M,86.0
10187,KC20012345,2/18/2020,W,M,58.0
10188,KC20004237,1/17/2020,B,M,31.0
10189,KC20013177,2/21/2020,W,F,49.0
10190,KC20016015,3/3/2020,B,M,28.0
10191,KC20001135,1/5/2020,B,M,69.0
10192,KC20007850,1/31/2020,W,M,22.0
10193,KC20010588,2/10/2020,,,
10194,KC20012472,2/18/2020,B,M,
10195,KC20007455,1/30/2020,B,F,23.0
10196,KC20015457,2/29/2020,B,M,45.0
10197,KC20009020,2/4/2020,W,M,66.0
10198,KC20002530,1/10/2020,U,M,
10199,KC20002061,1/9/2020,W,F,31.0
10200,KC20003660,1/15/2020,,,
10201,KC20009190,2/5/2020,W,M,22.0
10202,KC20010332,2/10/2020,,,
10203,KC20009242,2/5/2020,W,M,35.0
10204,KC20011552,2/14/2020,W,M,54.0
10205,KC20016906,3/6/2020,,,
10206,KC20005509,1/23/2020,W,M,30.0
10207,KC20010862,2/12/2020,W,M,29.0
10208,KC20002268,1/9/2020,B,F,32.0
10209,KC20015390,2/29/2020,B,F,38.0
10210,KC20007704,1/31/2020,,,
10211,KC20002236,1/9/2020,W,M,47.0
10212,KC20008306,2/2/2020,B,M,28.0
10213,KC20013060,2/20/2020,B,M,30.0
10214,KC20004393,1/18/2020,B,M,19.0
10215,KC20001234,1/6/2020,,,
10216,KC20010824,2/11/2020,,,
10217,KC20014959,2/28/2020,W,F,25.0
10218,KC20000338,1/2/2020,B,M,30.0
10219,KC20008237,2/2/2020,W,M,43.0
10220,KC20005919,1/24/2020,,,
10221,KC20012746,2/19/2020,W,F,32.0
10222,KC20017053,3/6/2020,W,F,30.0
10223,KC20011364,2/14/2020,W,M,30.0
10224,KC20003096,1/13/2020,,M,28.0
10225,KC20006150,1/25/2020,U,F,31.0
10226,KC20009377,2/6/2020,B,F,41.0
10227,KC20008183,2/2/2020,W,F,49.0
10228,KC20009335,2/6/2020,U,F,21.0
10229,KC20013724,2/23/2020,,,
10230,KC20009181,2/5/2020,B,M,62.0
10231,KC20013601,2/22/2020,,,
10232,KC20015585,3/1/2020,W,M,23.0
10233,KC20012676,2/19/2020,W,M,38.0
10234,KC20005562,1/23/2020,B,M,22.0
10235,KC20010030,2/8/2020,W,M,34.0
10236,KC20010692,2/11/2020,B,F,36.0
10237,KC20009879,2/7/2020,W,M,34.0
10238,KC20016150,3/3/2020,B,F,42.0
10239,KC20006171,1/25/2020,B,F,20.0
10240,KC20013404,2/21/2020,B,F,27.0
10241,KC20009971,2/8/2020,W,M,64.0
10242,KC20013360,2/21/2020,W,F,53.0
10243,KC20001558,1/7/2020,B,F,36.0
10244,KC20000503,1/2/2020,W,M,20.0
10245,KC20005495,1/22/2020,,,
10246,KC20012390,2/18/2020,B,M,39.0
10247,KC20005510,1/23/2020,B,M,29.0
10248,KC20007699,1/31/2020,,,
10249,KC20009599,2/6/2020,B,M,35.0
10250,KC20014484,2/26/2020,U,M,28.0
10251,KC20000073,1/1/2020,B,F,43.0
10252,KC20014297,2/25/2020,W,M,27.0
10253,KC20013262,2/21/2020,W,M,41.0
10254,KC20016274,3/3/2020,U,M,30.0
10255,KC20009770,2/7/2020,B,M,24.0
10256,KC20003485,1/14/2020,W,M,21.0
10257,KC20009153,2/5/2020,W,F,31.0
10258,KC20006409,1/26/2020,B,M,30.0
10259,KC20009306,2/5/2020,B,M,22.0
10260,KC20011863,2/16/2020,W,M,34.0
10261,KC20000153,1/1/2020,B,F,41.0
10262,KC20000641,1/3/2020,W,M,44.0
10263,KC20005947,1/24/2020,W,F,
10264,KC20002447,1/10/2020,W,F,39.0
10265,KC20010992,2/12/2020,W,F,
10266,KC20000732,1/3/2020,W,F,22.0
10267,KC20000920,1/4/2020,,,
10268,KC20005967,1/24/2020,B,M,56.0
10269,KC20007973,2/1/2020,W,M,
10270,KC20006460,1/26/2020,W,M,33.0
10271,KC20013283,2/21/2020,B,M,52.0
10272,KC20000564,1/3/2020,,,
10273,KC20007029,1/29/2020,B,M,
10274,KC20008335,2/2/2020,B,M,52.0
10275,KC20001101,1/5/2020,W,F,53.0
10276,KC20016546,3/4/2020,W,M,19.0
10277,KC20017059,3/6/2020,,,
10278,KC20010397,2/10/2020,W,M,23.0
10279,KC20013809,2/23/2020,W,M,24.0
10280,KC20007525,1/30/2020,B,M,20.0
10281,KC20006039,1/24/2020,W,M,33.0
10282,KC20010511,2/10/2020,W,M,60.0
10283,KC20016985,3/6/2020,,,
10284,KC20008347,2/2/2020,B,F,
10285,KC20002255,1/9/2020,W,F,19.0
10286,KC20012273,2/17/2020,B,F,32.0
10287,KC20004623,1/19/2020,B,F,
10288,KC20014197,2/25/2020,U,M,27.0
10289,KC20013977,2/24/2020,B,M,26.0
10290,KC20003604,1/15/2020,W,M,60.0
10291,KC20010817,2/11/2020,B,F,55.0
10292,KC20007512,1/30/2020,B,M,55.0
10293,KC20008013,2/1/2020,B,M,21.0
10294,KC20011059,2/12/2020,W,M,19.0
10295,KC20017100,3/6/2020,W,F,
10296,KC20006374,1/26/2020,B,F,19.0
10297,KC20015787,3/2/2020,B,F,27.0
10298,KC20009174,2/5/2020,B,M,69.0
10299,KC20001986,1/8/2020,B,M,28.0
10300,KC20011316,2/13/2020,B,F,55.0
10301,KC20011904,2/16/2020,W,F,21.0
10302,KC20014983,2/28/2020,B,F,
10303,KC20002272,1/9/2020,W,M,37.0
10304,KC20005924,1/24/2020,B,M,33.0
10305,KC20014820,2/27/2020,B,M,29.0
10306,KC20016194,2/29/2020,W,M,30.0
10307,KC20014108,2/24/2020,W,F,37.0
10308,KC20002226,1/9/2020,B,F,26.0
10309,KC20009474,2/6/2020,W,M,31.0
10310,KC20003016,1/13/2020,B,M,59.0
10311,KC20002462,1/10/2020,B,M,22.0
10312,KC20010676,2/11/2020,B,M,22.0
10313,KC20005778,1/24/2020,B,M,24.0
10314,KC20005544,1/23/2020,,,
10315,KC20004696,1/19/2020,B,F,22.0
10316,KC20012520,2/18/2020,,F,
10317,KC20000181,1/1/2020,B,M,52.0
10318,KC20009264,2/5/2020,W,M,50.0
10319,KC20009557,2/6/2020,B,F,22.0
10320,KC20011957,2/16/2020,W,F,44.0
10321,KC20015253,2/29/2020,W,M,22.0
10322,KC20007380,1/30/2020,B,M,48.0
10323,KC20001118,1/5/2020,,,
10324,KC20008330,2/2/2020,W,M,28.0
10325,KC20011974,2/16/2020,B,F,
10326,KC20015653,3/1/2020,W,M,43.0
10327,KC20014531,2/26/2020,B,M,35.0
10328,KC20016958,3/6/2020,U,F,21.0
10329,KC20002685,1/11/2020,,F,29.0
10330,KC20012662,2/19/2020,W,F,28.0
10331,KC20016358,3/4/2020,,,
10332,KC20006608,1/27/2020,,M,
10333,KC20013469,2/22/2020,W,M,52.0
10334,KC20002035,1/8/2020,B,F,27.0
10335,KC20004969,1/21/2020,B,M,43.0
10336,KC20003290,1/14/2020,B,M,
10337,KC20010225,2/9/2020,B,F,30.0
10338,KC20009994,2/8/2020,U,U,19.0
10339,KC20008364,2/2/2020,B,M,41.0
10340,KC20004298,1/18/2020,W,M,61.0
10341,KC20012260,2/17/2020,B,F,42.0
10342,KC20009490,2/6/2020,B,M,57.0
10343,KC20008214,2/2/2020,W,M,30.0
10344,KC20009321,2/6/2020,B,M,30.0
10345,KC20015721,3/2/2020,B,M,45.0
10346,KC20000840,1/4/2020,W,M,32.0
10347,KC20000379,1/1/2020,W,M,23.0
10348,KC20016372,3/4/2020,B,M,26.0
10349,KC20002641,1/11/2020,B,M,31.0
10350,KC20015092,2/28/2020,W,M,19.0
10351,KC20016531,3/4/2020,,,
10352,KC20004610,1/19/2020,U,F,39.0
10353,KC20012454,2/18/2020,B,M,20.0
10354,KC20005036,1/21/2020,U,M,25.0
10355,KC20005962,1/24/2020,B,F,29.0
10356,KC20015220,2/28/2020,W,M,
10357,KC20010759,2/11/2020,W,M,63.0
10358,KC20005124,1/21/2020,W,F,24.0
10359,KC20011589,2/14/2020,B,M,41.0
10360,KC20006451,1/26/2020,U,M,55.0
10361,KC20010037,2/8/2020,W,M,68.0
10362,KC20013691,2/23/2020,U,M,
10363,KC20007501,1/30/2020,B,F,
10364,KC20004785,1/20/2020,,,
10365,KC20006808,1/28/2020,B,M,38.0
10366,KC20015624,3/1/2020,B,M,40.0
10367,KC20000166,1/1/2020,B,M,
10368,KC20010357,2/10/2020,B,M,36.0
10369,KC20000781,1/4/2020,W,F,69.0
10370,KC20013115,2/21/2020,B,F,32.0
10371,KC20010168,2/9/2020,B,M,28.0
10372,KC20010117,2/9/2020,B,M,28.0
10373,KC20015383,2/29/2020,B,M,21.0
10374,KC20008042,2/1/2020,B,M,28.0
10375,KC20007925,2/1/2020,W,M,47.0
10376,KC20015136,2/28/2020,,,
10377,KC20000101,1/1/2020,W,F,29.0
10378,KC20017134,3/7/2020,,,
10379,KC20004225,1/17/2020,W,M,28.0
10380,KC20010184,2/9/2020,B,F,57.0
10381,KC20013695,2/23/2020,B,M,19.0
10382,KC20000649,1/3/2020,W,M,39.0
10383,KC20007572,1/30/2020,W,F,19.0
10384,KC20003966,1/16/2020,W,M,64.0
10385,KC20003566,1/15/2020,B,M,
10386,KC20014057,2/24/2020,B,M,20.0
10387,KC20014865,2/27/2020,B,F,27.0
10388,KC20014950,2/28/2020,B,M,24.0
10389,KC20014163,2/25/2020,B,M,26.0
10390,KC20002486,1/10/2020,,M,
10391,KC20007745,1/31/2020,,,
10392,KC20010828,2/11/2020,B,F,21.0
10393,KC20001741,1/7/2020,B,M,
10394,KC20007496,1/30/2020,B,F,63.0
10395,KC20010277,2/9/2020,,,
10396,KC20001294,1/6/2020,B,M,66.0
10397,KC20010288,2/9/2020,B,F,30.0
10398,KC20006205,1/25/2020,W,M,33.0
10399,KC20006649,1/27/2020,B,F,20.0
10400,KC20005601,1/23/2020,W,M,36.0
10401,KC20010748,2/11/2020,W,F,37.0
10402,KC20006482,1/27/2020,,M,27.0
10403,KC20015891,3/2/2020,W,M,50.0
10404,KC20012978,2/20/2020,,,
10405,KC20004450,1/18/2020,B,M,31.0
10406,KC20001191,1/5/2020,B,M,23.0
10407,KC20015189,2/28/2020,B,F,30.0
10408,KC20014755,2/27/2020,W,M,24.0
10409,KC20002395,1/10/2020,B,M,51.0
10410,KC20003188,1/13/2020,W,M,40.0
10411,KC20016003,3/2/2020,B,M,56.0
10412,KC20015843,3/2/2020,B,M,48.0
10413,KC20011667,2/15/2020,B,M,
10414,KC20009270,2/5/2020,W,M,32.0
10415,KC20000205,1/1/2020,B,F,21.0
10416,KC20004321,1/18/2020,,,
10417,KC20013390,2/21/2020,B,F,19.0
10418,KC20007008,1/28/2020,W,M,39.0
10419,KC20014042,2/24/2020,B,M,58.0
10420,KC20002061,1/9/2020,W,M,
10421,KC20012499,2/18/2020,U,F,58.0
10422,KC20010953,2/12/2020,U,U,18.0
10423,KC20011136,2/13/2020,W,F,
10424,KC20012874,2/20/2020,B,M,25.0
10425,KC20002594,1/10/2020,B,F,
10426,KC20007611,1/30/2020,B,F,
10427,KC20010944,2/12/2020,B,M,
10428,KC20003083,1/13/2020,W,F,61.0
10429,KC20015544,3/1/2020,W,F,35.0
10430,KC20002140,1/9/2020,B,M,29.0
10431,KC20003768,1/15/2020,W,M,58.0
10432,KC20009524,2/6/2020,B,F,45.0
10433,KC20012512,2/18/2020,B,M,18.0
10434,KC20014214,2/25/2020,B,M,44.0
10435,KC20015048,2/28/2020,B,M,23.0
10436,KC20009293,2/5/2020,,,
10437,KC20009355,2/6/2020,,,
10438,KC20009244,2/5/2020,B,M,32.0
10439,KC20012954,2/20/2020,B,F,
10440,KC20014647,2/26/2020,W,F,40.0
10441,KC20005445,1/22/2020,W,M,30.0
10442,KC20016420,3/4/2020,B,F,59.0
10443,KC20016501,3/4/2020,B,M,31.0
10444,KC20002000,1/8/2020,B,F,20.0
10445,KC20016675,3/5/2020,W,M,27.0
10446,KC20000254,1/2/2020,B,F,30.0
10447,KC20006784,1/28/2020,,,
10448,KC20016103,3/3/2020,B,M,39.0
10449,KC20003178,1/13/2020,W,M,40.0
10450,KC20009095,2/5/2020,W,M,34.0
10451,KC20002129,1/9/2020,B,M,18.0
10452,KC20008624,2/3/2020,B,M,39.0
10453,KC20011475,2/14/2020,W,M,30.0
10454,KC20002294,1/9/2020,W,F,39.0
10455,KC20002577,1/10/2020,,,
10456,KC20006072,1/25/2020,B,M,26.0
10457,KC20005161,1/21/2020,W,F,22.0
10458,KC20011352,2/13/2020,B,M,
10459,KC20012000,2/16/2020,B,M,61.0
10460,KC20012056,2/17/2020,,,
10461,KC20009804,2/7/2020,B,F,
10462,KC20006962,1/28/2020,B,M,39.0
10463,KC20003718,1/15/2020,B,F,26.0
10464,KC20012133,2/17/2020,B,M,
10465,KC20002330,1/9/2020,B,M,23.0
10466,KC20005002,1/21/2020,,,
10467,KC20008708,2/3/2020,W,M,26.0
10468,KC20009544,2/6/2020,W,F,
10469,KC20015572,3/1/2020,B,M,37.0
10470,KC20013227,2/21/2020,,,
10471,KC20012066,2/17/2020,,,
10472,KC20001779,1/8/2020,B,F,33.0
10473,KC20002425,1/10/2020,I,M,30.0
10474,KC20002909,1/12/2020,W,F,30.0
10475,KC20011812,2/16/2020,,F,
10476,KC20005455,1/22/2020,,,
10477,KC20000750,1/3/2020,,,
10478,KC20002945,1/13/2020,,,
10479,KC20002591,1/10/2020,W,F,43.0
10480,KC20005235,1/21/2020,B,M,19.0
10481,KC20010092,2/8/2020,B,M,41.0
10482,KC20013928,2/24/2020,W,M,32.0
10483,KC20008096,2/1/2020,,,
10484,KC20009296,2/5/2020,W,M,31.0
10485,KC20009838,2/7/2020,B,M,
10486,KC20003494,1/14/2020,W,M,46.0
10487,KC20013348,2/21/2020,W,F,31.0
10488,KC20002335,1/10/2020,B,F,30.0
10489,KC20004291,1/18/2020,U,F,28.0
10490,KC20007773,1/31/2020,W,F,39.0
10491,KC20007900,1/31/2020,B,F,18.0
10492,KC20006334,1/26/2020,B,M,
10493,KC20001032,1/5/2020,B,M,
10494,KC20009976,2/8/2020,,F,
10495,KC20015180,2/28/2020,U,U,
10496,KC20016412,3/4/2020,W,F,23.0
10497,KC20015500,3/1/2020,B,M,
10498,KC20015233,2/28/2020,W,F,39.0
10499,KC20005760,1/23/2020,,,
10500,KC20004545,1/19/2020,B,F,27.0
10501,KC20001477,1/6/2020,B,F,
10502,KC20007799,1/31/2020,B,F,28.0
10503,KC20001702,1/7/2020,W,M,72.0
10504,KC20006350,1/26/2020,B,M,24.0
10505,KC20008879,2/4/2020,B,M,40.0
10506,KC20013449,2/22/2020,,,
10507,KC20015961,3/2/2020,W,M,52.0
10508,KC20010148,2/9/2020,B,M,30.0
10509,KC20000387,1/2/2020,W,M,30.0
10510,KC20012939,2/20/2020,W,M,62.0
10511,KC20010527,2/10/2020,B,M,62.0
10512,KC20006043,1/25/2020,W,M,40.0
10513,KC20003926,1/16/2020,B,M,
10514,KC20002731,1/11/2020,B,M,
10515,KC20010524,2/10/2020,W,M,57.0
10516,KC20006107,1/25/2020,W,M,70.0
10517,KC20003223,1/14/2020,W,F,38.0
10518,KC20006389,1/26/2020,,,
10519,KC20011905,2/16/2020,W,F,25.0
10520,KC20008032,2/1/2020,,,
10521,KC20014415,2/25/2020,,,
10522,KC20006688,1/27/2020,W,F,68.0
10523,KC20015445,2/29/2020,,,
10524,KC20010922,2/12/2020,B,F,55.0
10525,KC20003612,1/15/2020,W,M,44.0
10526,KC20000064,1/1/2020,W,M,19.0
10527,KC20001428,1/6/2020,W,F,55.0
10528,KC20012467,2/18/2020,W,F,38.0
10529,KC20004714,1/19/2020,B,M,35.0
10530,KC20009774,2/7/2020,B,F,21.0
10531,KC20014007,2/24/2020,W,M,41.0
10532,KC20003470,1/14/2020,W,M,
10533,KC20011595,2/14/2020,,,
10534,KC20011768,2/15/2020,W,M,51.0
10535,KC20003733,1/15/2020,W,M,31.0
10536,KC20008178,2/2/2020,B,M,
10537,KC20002842,1/12/2020,B,M,
